ENTREZID	SYMBOL
147841	SPC24
202374	STK32A
6330	SCN4B
10972	TMED10
23376	UFL1
56917	MEIS3
55276	PGM2
9126	SMC3
5510	PPP1R7
51809	GALNT7
445328	ARHGEF35
10610	ST6GALNAC2
9524	TECR
729967	MORN2
1001	CDH3
10295	BCKDK
5372	PMM1
56666	PANX2
168451	THAP5
51706	CYB5R1
27075	TSPAN13
160428	ALDH1L2
84458	LCOR
36	ACADSB
10962	MLLT11
7559	ZNF12
6422	SFRP1
221061	FAM171A1
57019	CIAPIN1
148867	SLC30A7
79031	PDCL3
100505876	CEBPZOS
11035	RIPK3
378884	NHLRC1
55661	DDX27
64386	MMP25
6139	RPL17
7326	UBE2G1
84306	PDCD2L
10134	BCAP31
5879	RAC1
5704	PSMC4
3099	HK2
64853	AIDA
116844	LRG1
9448	MAP4K4
253650	ANKRD18A
7094	TLN1
157697	ERICH1
9481	SLC25A27
54148	MRPL39
23019	CNOT1
26060	APPL1
1198	CLK3
92291	CAPN13
65260	COA7
54939	COMMD4
6877	TAF5
7272	TTK
828	CAPS
140612	ZFP28
280655	IGBP1P1
10061	ABCF2
7701	ZNF142
85439	STON2
6814	STXBP3
9240	PNMA1
79728	PALB2
728855	LINC00623
140459	ASB6
23413	NCS1
9351	SLC9A3R2
23043	TNIK
375449	MAST4
132884	EVC2
10573	MRPL28
83604	TMEM47
153562	MARVELD2
2690	GHR
85301	COL27A1
4824	NKX3-1
11113	CIT
168850	ZNF800
39	ACAT2
28957	MRPS28
54892	NCAPG2
64236	PDLIM2
4038	LRP4
221322	TBC1D32
100507056	CCAT1
100505687	LINC00888
11245	GPR176
2286	FKBP2
143384	CACUL1
201562	HACD2
102724159	LOC102724159
9101	USP8
6491	STIL
7057	THBS1
4201	MEA1
10043	TOM1
1889	ECE1
357	SHROOM2
6240	RRM1
54675	CRLS1
374650	GOLGA6L5P
6804	STX1A
6170	RPL39
91801	ALKBH8
1051	CEBPB
107	ADCY1
344887	NMRAL2P
30011	SH3KBP1
182	JAG1
4013	VWA5A
9821	RB1CC1
134285	TMEM171
6091	ROBO1
131544	CRYBG3
55635	DEPDC1
147184	KRT10-AS1
4005	LMO2
7804	LRP8
11057	ABHD2
80155	NAA15
57708	MIER1
79660	PPP1R3B
196996	GRAMD2A
84162	BLTP1
144132	DNHD1
9948	WDR1
9590	AKAP12
23382	AHCYL2
57551	TAOK1
847	CAT
55297	CCDC91
51260	PBDC1
129303	TMEM150A
7249	TSC2
23642	SNHG1
26249	KLHL3
6917	TCEA1
1620	BRINP1
254531	LPCAT4
124491	TMEM170A
219333	USP12
7336	UBE2V2
51258	MRPL51
51422	PRKAG2
4140	MARK3
51294	PCDH12
9181	ARHGEF2
166929	SGMS2
7798	LUZP1
93517	SDR42E1
55088	CCDC186
51710	ZNF44
7533	YWHAH
23032	USP33
259266	ASPM
162989	DEDD2
3426	CFI
147837	ZNF563
9267	CYTH1
80324	PUS1
4627	MYH9
5412	UBL3
10559	SLC35A1
5069	PAPPA
90378	SAMD1
4808	NHLH2
3397	ID1
57409	MIF4GD
127544	RNF19B
23141	ANKLE2
84269	CHCHD5
9736	USP34
10063	COX17
10609	P3H4
411	ARSB
90624	LYRM7
55186	SLC25A36
5709	PSMD3
149466	C1orf210
6449	SGTA
22898	DENND3
8546	AP3B1
5757	PTMA
202333	CMYA5
153642	ARSK
55765	INAVA
163126	EID2
26160	IFT172
55785	FGD6
8492	PRSS12
54849	DEF8
6206	RPS12
49855	SCAPER
51239	ANKRD39
169841	ZNF169
4907	NT5E
26751	SH3YL1
8613	PLPP3
8078	USP5
3646	EIF3E
647135	SRGAP2B
751071	CSKMT
1952	CELSR2
5268	SERPINB5
64374	SIL1
100505865	LINC00920
10686	CLDN16
54741	LEPROT
118812	MORN4
440138	ALG11
10124	ARL4A
30000	TNPO2
5631	PRPS1
10430	TMEM147
10572	SIVA1
56977	STOX2
1119	CHKA
54843	SYTL2
153769	SH3RF2
4597	MVD
7754	ZNF204P
51313	GASK1B
5228	PGF
54438	GFOD1
23613	ZMYND8
101927482	HECW2-AS1
195814	SDR16C5
22976	PAXIP1
204219	CERS3
112869	SGF29
126549	ANKLE1
54443	ANLN
1123	CHN1
85865	GTPBP10
51742	ARID4B
54629	MINDY2
7707	ZNF148
7108	TM7SF2
57134	MAN1C1
8636	SSNA1
80067	DCAF17
23179	RGL1
2199	FBLN2
6711	SPTBN1
139341	FUNDC1
6094	ROM1
23647	ARFIP2
55248	PACC1
6205	RPS11
8743	TNFSF10
7743	ZNF189
7318	UBA7
146198	ZFP90
3161	HMMR
3070	HELLS
23214	XPO6
7818	DAP3
55006	TRMT61B
9632	SEC24C
28951	TRIB2
345778	MTX3
114625	ERMAP
55000	TUG1
23309	SIN3B
54606	DDX56
23221	RHOBTB2
55337	SHFL
55751	TMEM184C
5803	PTPRZ1
79809	TTC21B
3838	KPNA2
60684	TRAPPC11
23234	DNAJC9
51292	GMPR2
283464	GXYLT1
448834	KPRP
405	ARNT
2941	GSTA4
11321	GPN1
728658	RPL13AP5
2353	FOS
4055	LTBR
4125	MAN2B1
257415	FAM133B
10290	SPEG
79845	RNF122
4259	MGST3
55589	BMP2K
79703	C11orf80
6277	S100A6
201292	TRIM65
65258	MPPE1
6272	SORT1
23384	SPECC1L
8545	CGGBP1
6130	RPL7A
4082	MARCKS
79363	CPLANE2
10483	SEC23B
116541	MRPL54
55847	CISD1
171392	ZNF675
7565	ZNF17
55183	RIF1
404281	YY2
11064	CNTRL
56937	PMEPA1
6146	RPL22
90634	N4BP2L1
3607	FOXK2
57510	XPO5
8935	SKAP2
5447	POR
57724	EPG5
58486	ZBED5
79605	PGBD5
90693	CCDC126
4081	MAB21L1
93099	DMKN
3836	KPNA1
80201	HKDC1
948	CD36
146330	FBXL16
8796	SCEL
11213	IRAK3
221830	POLR1F
10950	BTG3
284080	PICART1
6604	SMARCD3
10269	ZMPSTE24
121512	FGD4
10193	RNF41
27332	ZNF638
55687	TRMU
84958	SYTL1
29767	TMOD2
9731	CEP104
9871	SEC24D
114569	MAL2
161291	TMEM30B
58528	RRAGD
6576	SLC25A1
11065	UBE2C
9489	PGS1
5641	LGMN
84912	SLC35B4
163033	ZNF579
138716	RPP25L
51078	THAP4
2017	CTTN
4999	ORC2
170958	ZNF525
3033	HADH
57539	WDR35
26528	DAZAP1
8417	STX7
55612	FERMT1
550112	UBA6-DT
25832	NBPF14
5694	PSMB6
4641	MYO1C
7058	THBS2
4660	PPP1R12B
8497	PPFIA4
51631	LUC7L2
375	ARF1
10277	UBE4B
54602	NDFIP2
7779	SLC30A1
2145	EZH1
79184	BRCC3
1983	EIF5
55207	ARL8B
23266	ADGRL2
4288	MKI67
832	CAPZB
400027	LINC00938
100505576	LINC00672
2585	GALK2
80851	SH3BP5L
54517	PUS7
8916	HERC3
64410	KLHL25
9221	NOLC1
8728	ADAM19
642	BLMH
55074	OXR1
80328	ULBP2
26011	TENM4
256586	LYSMD2
2633	GBP1
339829	CCDC39
64928	MRPL14
3054	HCFC1
79618	HMBOX1
1176	AP3S1
2593	GAMT
56915	EXOSC5
1364	CLDN4
10438	C1D
2810	SFN
1351	COX8A
100216001	MANCR
201595	STT3B
10580	SORBS1
65125	WNK1
7464	CORO2A
58491	ZNF71
10202	DHRS2
29127	RACGAP1
51629	SLC25A39
3029	HAGH
5269	SERPINB6
64065	PERP
343099	CCDC18
6251	RSU1
7286	TUFT1
22827	PUF60
9908	G3BP2
27148	STK36
54822	TRPM7
9728	SECISBP2L
149473	CCDC24
10924	SMPDL3A
7576	ZNF28
53354	PANK1
57458	TMCC3
51428	DDX41
170082	TCEANC
55342	STRBP
51013	EXOSC1
388536	ZNF790
10921	RNPS1
112858	TP53RK
8450	CUL4B
101928034	LOC101928034
23203	PMPCA
5562	PRKAA1
4814	NINJ1
153768	PRELID2
9435	CHST2
23264	ZC3H7B
23125	CAMTA2
134466	ZNF300P1
79937	CNTNAP3
200879	LIPH
55666	NPLOC4
23199	GSE1
100499467	LINC00673
1892	ECHS1
126308	MOB3A
5984	RFC4
55890	GPRC5C
9857	CEP350
116151	FAM210B
1633	DCK
51479	ANKFY1
79155	TNIP2
51696	HECA
170960	ZNF721
100506639	LOC100506639
11275	KLHL2
56106	PCDHGA10
2582	GALE
5780	PTPN9
5652	PRSS8
84266	ALKBH7
10112	KIF20A
3920	LAMP2
200931	SLC51A
79682	CENPU
60626	RIC8A
5597	MAPK6
55015	PRPF39
2138	EYA1
91694	LONRF1
6208	RPS14
79003	MIS12
55621	TRMT1
643253	CCT6P1
23550	PSD4
113878	DTX2
25953	PNKD
55773	TBC1D23
10370	CITED2
29081	METTL5
64393	ZMAT3
54103	GSAP
6634	SNRPD3
51281	ANKMY1
646851	FAM227A
374378	GALNT18
11051	NUDT21
2664	GDI1
4293	MAP3K9
4015	LOX
84461	NEURL4
6737	TRIM21
1902	LPAR1
374907	B3GNT8
23334	SZT2
28952	CCDC22
51138	COPS4
22832	CEP162
55154	MSTO1
146434	ZNF597
84324	SARNP
6396	SEC13
55723	ASF1B
7093	TLL2
100505806	SNHG18
11244	ZHX1
6610	SMPD2
54861	SNRK
5516	PPP2CB
6181	RPLP2
11226	GALNT6
51582	AZIN1
9315	NREP
2784	GNB3
2770	GNAI1
400818	NBPF9
51022	GLRX2
26088	GGA1
57647	DHX37
214	ALCAM
5901	RAN
7371	UCK2
2288	FKBP4
29945	ANAPC4
10725	NFAT5
51027	BOLA1
5034	P4HB
7431	VIM
656	BMP8B
79659	DYNC2H1
51444	RNF138
116138	KLHDC3
1452	CSNK1A1
4726	NDUFS6
6596	HLTF
3433	IFIT2
79596	OBI1
8892	EIF2B2
7059	THBS3
1258	CNGB1
10908	PNPLA6
2617	GARS1
10123	ARL4C
5605	MAP2K2
5201	PFDN1
8863	PER3
4585	MUC4
5874	RAB27B
23047	PDS5B
23523	CABIN1
79781	IQCA1
79684	MSANTD2
2274	FHL2
92609	TIMM50
57579	FAM135A
7589	ZSCAN21
23307	FKBP15
26230	TIAM2
25	ABL1
200895	DHFR2
29841	GRHL1
30844	EHD4
10721	POLQ
284443	ZNF493
54498	SMOX
27242	TNFRSF21
374739	TEPP
8537	BCAS1
27258	LSM3
57636	ARHGAP23
7750	ZMYM2
5885	RAD21
55862	ECHDC1
113444	SMIM12
7162	TPBG
158135	TTLL11
81603	TRIM8
51011	FAHD2A
51435	SCARA3
51528	JKAMP
55432	YOD1
22998	LIMCH1
9528	TMEM59
158158	RASEF
126017	ZNF813
23306	NEMP1
340485	ACER2
131474	CHCHD4
79877	DCAKD
64283	ARHGEF28
112479	ERI2
23046	KIF21B
23369	PUM2
10782	ZNF274
23517	MTREX
8460	TPST1
23270	TSPYL4
7186	TRAF2
118924	FRA10AC1
5660	PSAP
23341	DNAJC16
137695	TMEM68
6717	SRI
4756	NEO1
22920	KIFAP3
130535	KCTD18
260425	MAGI3
7203	CCT3
26030	PLEKHG3
55809	TRERF1
10579	TACC2
83543	AIF1L
148206	ZNF714
1849	DUSP7
9550	ATP6V1G1
642658	SCX
90293	KLHL13
391059	FRRS1
4154	MBNL1
79654	HECTD3
2074	ERCC6
10826	FAXDC2
163732	CITED4
1820	ARID3A
323	APBB2
2744	GLS
29123	ANKRD11
11201	POLI
51768	TM7SF3
124056	NOXO1
387590	TPTEP1
116985	ARAP1
55553	SOX6
7188	TRAF5
26155	NOC2L
284900	TTC28-AS1
6129	RPL7
5775	PTPN4
677822	SNORA40
26271	FBXO5
54707	GPN2
57505	AARS2
645638	WFDC21P
55269	PSPC1
5214	PFKP
6625	SNRNP70
26985	AP3M1
9902	MRC2
2049	EPHB3
2621	GAS6
9054	NFS1
126820	DNAI3
7332	UBE2L3
51149	MRNIP
57406	ABHD6
9849	ZNF518A
1211	CLTA
3177	SLC29A2
1407	CRY1
6210	RPS15A
4155	MBP
83690	CRISPLD1
1350	COX7C
5496	PPM1G
283254	HARBI1
84294	UTP23
282991	BLOC1S2
11108	PRDM4
29785	CYP2S1
25890	ABI3BP
116832	RPL39L
9637	FEZ2
64431	ACTR6
10417	SPON2
30817	ADGRE2
26001	RNF167
401264	TRAM2-AS1
80128	TRIM46
125206	SLC5A10
84898	PLXDC2
84657	LINC00852
2004	ELK3
84978	FRMD5
1060	CENPC
8943	AP3D1
2287	FKBP3
10793	ZNF273
390916	NUDT19
23432	GPR161
285671	RNF180
2098	ESD
3728	JUP
64792	IFT22
3434	IFIT1
5702	PSMC3
1287	COL4A5
23064	SETX
84947	SERAC1
115024	NT5C3B
28996	HIPK2
113201	GOLM2
55215	FANCI
79838	TMC5
4191	MDH2
100128252	ZNF667-AS1
10279	PRSS16
112464	CAVIN3
161424	NOP9
342908	ZNF404
26287	ANKRD2
57669	EPB41L5
55023	PHIP
201164	PLD6
153571	IRX2-DT
4817	NIT1
5886	RAD23A
84254	CAMKK1
9929	JOSD1
51621	KLF13
84930	MASTL
2175	FANCA
80821	DDHD1
116984	ARAP2
29886	SNX8
7551	ZNF3
6319	SCD
6643	SNX2
26297	SERGEF
11264	PXMP4
79078	C1orf50
5366	PMAIP1
255252	LRRC57
1058	CENPA
170394	PWWP2B
10008	KCNE3
100507156	LOC100507156
151011	SEPTIN10
100131801	PET100
6774	STAT3
169981	SPIN3
9814	SFI1
25901	CCDC28A
1312	COMT
388886	LRRC75B
55599	RNPC3
5965	RECQL
1649	DDIT3
79443	FYCO1
3267	AGFG1
83860	TAF3
901	CCNG2
440585	FAM183A
5296	PIK3R2
1238	ACKR2
81629	TSSK3
129831	RBM45
4319	MMP10
29924	EPN1
54876	DCAF16
8189	SYMPK
729082	OIP5-AS1
678655	CD27-AS1
51663	ZFR
10232	MSLN
11274	USP18
114907	FBXO32
3455	IFNAR2
9655	SOCS5
54805	CNNM2
729092	AGAP5
57561	ARRDC3
3248	HPGD
81790	RNF170
8720	MBTPS1
84233	TMEM126A
10403	NDC80
286148	DPY19L4
3315	HSPB1
9978	RBX1
7760	ZNF213
22821	RASA3
23499	MACF1
6815	STYX
100505648	RAD51-AS1
5478	PPIA
829	CAPZA1
2011	MARK2
1998	ELF2
10073	SNUPN
5428	POLG
7381	UQCRB
23421	ITGB3BP
285704	RGMB
1964	EIF1AX
56477	CCL28
23013	SPEN
140576	S100A16
80762	NDFIP1
9413	ENTREP1
2962	GTF2F1
221178	SPATA13
2595	GANC
5610	EIF2AK2
3420	IDH3B
55364	IMPACT
79631	EFL1
678	ZFP36L2
84861	KLHL22
284023	RNF227
55603	TENT5A
9790	BMS1
400961	PAIP2B
113220	KIF12
23478	SEC11A
283149	BCL9L
163702	IFNLR1
23350	U2SURP
390940	PINLYP
100292680	LINC00942
4026	LPP
406	BMAL1
3301	DNAJA1
255324	EPGN
9652	SKIC3
382	ARF6
90853	SPOCD1
2590	GALNT2
3373	HYAL1
55027	HEATR3
6448	SGSH
9982	FGFBP1
116937	SNORD83A
24144	TFIP11
891	CCNB1
9477	MED20
7483	WNT9A
54885	TBC1D8B
1953	MEGF6
162681	C18orf54
54930	HAUS4
222962	SLC29A4
54475	NLE1
730094	MOSMO
55791	LRIF1
51020	HDDC2
116028	RMI2
92912	UBE2Q2
1736	DKC1
10312	TCIRG1
9938	ARHGAP25
284018	C17orf58
9972	NUP153
415116	PIM3
11202	KLK8
92745	SLC38A5
26073	POLDIP2
64710	NUCKS1
199990	FAAP20
9761	MLEC
125150	ZSWIM7
2618	GART
55771	PRR11
25913	POT1
10489	LRRC41
6497	SKI
55680	RUFY2
3169	FOXA1
28987	NOB1
339123	JMJD8
831	CAST
3588	IL10RB
153572	IRX2
10175	CNIH1
83959	SLC4A11
63875	MRPL17
84311	MRPL45
83692	CD99L2
998	CDC42
6536	SLC6A9
25819	NOCT
5607	MAP2K5
8936	WASF1
55054	ATG16L1
55384	MEG3
2195	FAT1
55262	TRAPPC14
51118	UTP11
7402	UTRN
157922	CAMSAP1
27346	TMEM97
9862	MED24
6338	SCNN1B
8325	FZD8
5238	PGM3
80025	PANK2
51727	CMPK1
10809	STARD10
6432	SRSF7
28512	NKIRAS1
389856	USP27X
10262	SF3B4
5427	POLE2
51234	EMC4
134266	GRPEL2
257000	TINCR
23481	PES1
2677	GGCX
51429	SNX9
22889	KHDC4
5198	PFAS
5160	PDHA1
57602	USP36
5293	PIK3CD
5130	PCYT1A
10975	UQCR11
84187	TMEM164
130872	AHSA2P
4521	NUDT1
9238	TBRG4
55819	RNF130
5494	PPM1A
161176	SYNE3
1212	CLTB
4129	MAOB
8379	MAD1L1
54556	ING3
11282	MGAT4B
6513	SLC2A1
55114	ARHGAP17
84062	DTNBP1
23400	ATP13A2
83742	MARVELD1
10736	SIX2
953	ENTPD1
23138	N4BP3
51002	TPRKB
54541	DDIT4
3912	LAMB1
23139	MAST2
119392	SFR1
10890	RAB10
9762	LZTS3
64802	NMNAT1
23033	DOP1A
167227	DCP2
84057	MND1
139728	PNCK
54553	MIR4453HG
53944	CSNK1G1
50814	NSDHL
23657	SLC7A11
54982	CLN6
9848	MFAP3L
5467	PPARD
9880	ZBTB39
113230	MISP3
51161	C3orf18
100506211	MIR210HG
10399	RACK1
8527	DGKD
6526	SLC5A3
10007	GNPDA1
619562	SNORA3A
8553	BHLHE40
400410	ST20
51560	RAB6B
93974	ATP5IF1
493856	CISD2
5822	PWP2
143684	FAM76B
51599	LSR
57507	ZNF608
126298	IRGQ
324	APC
5920	PLAAT4
6683	SPAST
1384	CRAT
163786	SASS6
55602	CDKN2AIP
55048	VPS37C
8790	FPGT
1520	CTSS
10741	RBBP9
26207	PITPNC1
55066	PDPR
79939	SLC35E1
1352	COX10
7360	UGP2
7263	TST
114880	OSBPL6
440081	DDX12P
55729	ATF7IP
79934	COQ8B
6128	RPL6
4594	MMUT
1778	DYNC1H1
10726	NUDC
23170	TTLL12
113510	HELQ
64376	IKZF5
6714	SRC
10592	SMC2
79745	CLIP4
57786	RBAK
9911	TMCC2
9140	ATG12
55081	IFT57
5565	PRKAB2
23559	WBP1
476	ATP1A1
10443	N4BP2L2
57179	KIAA1191
79651	RHBDF2
10098	TSPAN5
113177	IZUMO4
5980	REV3L
2517	FUCA1
23557	SNAPIN
6097	RORC
10147	SUGP2
2280	FKBP1A
5613	PRKX
6560	SLC12A4
8664	EIF3D
27074	LAMP3
54942	ABITRAM
3887	KRT81
51290	ERGIC2
387066	SNHG5
4717	NDUFC1
162514	TRPV3
4071	TM4SF1
9775	EIF4A3
83475	DOHH
9092	SART1
9866	TRIM66
55718	POLR3E
4784	NFIX
896	CCND3
1009	CDH11
157506	RDH10
91351	DDX60L
25942	SIN3A
4598	MVK
574036	SERTAD4-AS1
134265	AFAP1L1
347736	NME9
9230	RAB11B
157657	CFAP418
84224	NBPF3
3119	HLA-DQB1
1645	AKR1C1
147694	ZNF548
57217	TTC7A
55228	PNMA8A
147463	ANKRD29
55829	SELENOS
220382	FAM181B
26056	RAB11FIP5
54908	SPDL1
9966	TNFSF15
22974	TPX2
8882	ZPR1
1435	CSF1
3603	IL16
284756	LINC02910
63877	FAM204A
10404	CPQ
7297	TYK2
164	AP1G1
7030	TFE3
200312	RNF215
79768	KATNBL1
22941	SHANK2
57459	GATAD2B
51634	RBMX2
79033	ERI3
5261	PHKG2
83989	FAM172A
399512	SLC25A35
285346	ZNF852
50618	ITSN2
253980	KCTD13
144402	CPNE8
144404	TMEM120B
148223	C19orf25
121536	AEBP2
7170	TPM3
654434	SNHG20
56288	PARD3
402	ARL2
5257	PHKB
8525	DGKZ
4752	NEK3
25852	ARMC8
57192	MCOLN1
93164	HTR7P1
8828	NRP2
81029	WNT5B
8216	LZTR1
9631	NUP155
1021	CDK6
51127	TRIM17
29880	ALG5
54948	MRPL16
1327	COX4I1
84919	PPP1R15B
23053	ZSWIM8
2730	GCLM
51466	EVL
7855	FZD5
130	ADH6
283551	LINC01588
124245	ZC3H18
8301	PICALM
9459	ARHGEF6
27252	KLHL20
102725509	LINC01232
6231	RPS26
286144	TRIQK
1654	DDX3X
2873	GPS1
23467	NPTXR
4793	NFKBIB
79694	MANEA
374395	TMEM179B
84991	RBM17
79893	GGNBP2
9815	GIT2
5163	PDK1
2651	GCNT2
29985	SLC39A3
9531	BAG3
6902	TBCA
6166	RPL36AL
1025	CDK9
8650	NUMB
7421	VDR
253260	RICTOR
24139	EML2
23220	DTX4
9887	SMG7
56851	EMC7
57536	KIAA1328
10548	TM9SF1
11234	HPS5
7697	ZNF138
129563	DIS3L2
647024	C6orf132
1947	EFNB1
80196	RNF34
3000	GUCY2D
79735	TBC1D17
7572	ZNF24
23244	PDS5A
64223	MLST8
652995	UCA1
163782	KANK4
493	ATP2B4
79921	TCEAL4
147657	ZNF480
54931	TRMT10C
10221	TRIB1
84649	DGAT2
57016	AKR1B10
200558	APLF
23780	APOL2
217	ALDH2
22807	IKZF2
8569	MKNK1
55788	LMBRD1
151195	CCNYL1
65005	MRPL9
6239	RREB1
2181	ACSL3
5962	RDX
54812	AFTPH
1376	CPT2
548596	CKMT1A
7042	TGFB2
5862	RAB2A
4643	MYO1E
11167	FSTL1
9146	HGS
7260	EIPR1
4704	NDUFA9
2110	ETFDH
51368	TEX264
23094	SIPA1L3
84908	FAM136A
5569	PKIA
10479	SLC9A6
6160	RPL31
84321	THOC3
84659	RNASE7
51330	TNFRSF12A
6242	RTKN
9896	FIG4
79135	APOO
51282	SCAND1
10623	POLR3C
6202	RPS8
23560	GTPBP4
60489	APOBEC3G
79175	ZNF343
54623	PAF1
54921	CHTF8
23621	BACE1
79869	CPSF7
4124	MAN2A1
159091	PABIR3
8242	KDM5C
79176	FBXL15
122416	ANKRD9
285267	ZNF619
79690	GAL3ST4
54904	NSD3
51106	TFB1M
161394	SAMD15
80308	FLAD1
254428	SLC41A1
54521	WDR44
25855	BRMS1
440	ASNS
23562	CLDN14
22882	ZHX2
10838	ZNF275
79663	HSPBAP1
100507140	LINC01792
345651	ACTBL2
6168	RPL37A
2395	FXN
64968	MRPS6
57721	METTL14
55677	IWS1
1429	CRYZ
6300	MAPK12
91300	R3HDM4
80774	LIMD2
29803	REPIN1
5894	RAF1
4214	MAP3K1
54969	HPF1
84197	POMK
810	CALML3
79072	FASTKD3
7415	VCP
7204	TRIO
50804	MYEF2
64839	FBXL17
23357	ANGEL1
29969	MDFIC
355	FAS
5091	PC
2886	GRB7
4810	NHS
3856	KRT8
9698	PUM1
64078	SLC28A3
2185	PTK2B
254065	BRWD3
7556	ZNF10
23190	UBXN4
56947	MFF
149840	SHLD1
56172	ANKH
134553	C5orf24
2801	GOLGA2
57130	ATP13A1
8443	GNPAT
56648	EIF5A2
26039	SS18L1
4744	NEFH
64081	PBLD
340252	ZNF680
56122	PCDHB14
8436	CAVIN2
1373	CPS1
22837	COBLL1
22995	CEP152
9917	FAM20B
79753	SNIP1
205564	SENP5
9926	LPGAT1
5978	REST
91683	SYT12
27238	GPKOW
5687	PSMA6
26122	EPC2
55181	SMG8
5937	RBMS1
200197	TMEM51-AS1
414189	AGAP6
10009	ZBTB33
283951	C16orf91
29957	SLC25A24
644943	RASSF10
26268	FBXO9
522	ATP5PF
55653	BCAS4
11163	NUDT4
10367	MICU1
27286	SRPX2
7314	UBB
55345	ZGRF1
24147	FJX1
55328	RNLS
6494	SIPA1
5870	RAB6A
10309	CCNO
9123	SLC16A3
8161	COIL
2531	KDSR
149371	EXOC8
10005	ACOT8
7267	TTC3
54920	DUS2
4849	CNOT3
664709	HNRNPA1P10
80127	BBOF1
23333	DPY19L1
64418	TMEM168
161835	FSIP1
84883	AIFM2
3735	KARS1
84131	CEP78
1347	COX7A2
6632	SNRPD1
338440	ANO9
153090	DAB2IP
64432	MRPS25
55611	OTUB1
25917	THUMPD3
3257	HPS1
81689	ISCA1
145748	LYSMD4
57462	MYORG
54879	ST7L
1382	CRABP2
115290	FBXO17
22888	UBOX5
6865	TACR2
10992	SF3B2
85456	TNKS1BP1
5924	RASGRF2
8269	TMEM187
3655	ITGA6
55209	SETD5
203245	NAIF1
8864	PER2
26234	FBXL5
84717	HDGFL2
84144	SYDE2
677809	SNORA24
161436	EML5
79109	MAPKAP1
79780	CCDC82
9194	SLC16A7
7045	TGFBI
71	ACTG1
4513	COX2
23398	PPWD1
64946	CENPH
56261	GPCPD1
9513	FXR2
23566	LPAR3
51816	ADA2
197335	WDR90
126282	TNFAIP8L1
3664	IRF6
338442	HCAR2
8798	DYRK4
78987	CRELD1
2157	F8
102	ADAM10
113251	LARP4
28958	COA3
5601	MAPK9
64769	MEAF6
90141	EFCAB11
79582	SPAG16
55638	SYBU
55738	ARFGAP1
122830	NAA30
41	ASIC1
153339	TMEM167A
93210	PGAP3
6483	ST3GAL2
4691	NCL
388165	UBE2Q2P1
805	CALM2
51116	MRPS2
10749	KIF1C
10180	RBM6
11120	BTN2A1
7803	PTP4A1
103695436	LINC01269
117283	IP6K3
7984	ARHGEF5
79658	ARHGAP10
6391	SDHC
4126	MANBA
9138	ARHGEF1
90480	GADD45GIP1
51274	KLF3
6709	SPTAN1
9994	CASP8AP2
6666	SOX12
91408	BTF3L4
255189	PLA2G4F
11342	RNF13
8273	SLC10A3
55660	PRPF40A
64901	RANBP17
92799	SHKBP1
114932	MRFAP1L1
2961	GTF2E2
6809	STX3
5939	RBMS2
4728	NDUFS8
197320	ZNF778
23005	MAPKBP1
126353	MISP
1909	EDNRA
5111	PCNA
26275	HIBCH
2050	EPHB4
10526	IPO8
643641	ZNF862
101929206	NA
1181	CLCN2
374286	FBXW10B
100507459	NRSN2-AS1
8220	ESS2
88745	RRP36
22803	XRN2
55233	MOB1A
9615	GDA
1955	MEGF9
11068	CYB561D2
1723	DHODH
23370	ARHGEF18
5362	PLXNA2
7319	UBE2A
56063	TMEM234
10285	SMNDC1
55651	NHP2
58525	WIZ
84439	HHIPL1
55776	SAYSD1
55037	PTCD3
734	OSGIN2
317762	CCDC85C
1456	CSNK1G3
114883	OSBPL9
3015	H2AZ1
140701	ABHD16B
54887	BLTP3A
91975	ZNF300
57198	ATP8B2
644019	ZNG1F
26993	AKAP8L
79729	SH3D21
55857	KIZ
8508	NIPSNAP1
221037	JMJD1C
8608	RDH16
25896	INTS7
81928	CABLES2
729830	FHIP1A
466	ATF1
124961	ZFP3
7049	TGFBR3
1209	CLPTM1
93380	MMGT1
9261	MAPKAPK2
81577	GFOD2
10465	PPIH
28981	IFT81
146760	RTN4RL1
5029	P2RY2
6692	SPINT1
9375	TM9SF2
11194	ABCB8
26298	EHF
5970	RELA
56674	TMEM9B
4953	ODC1
57214	CEMIP
79811	SLTM
83931	STK40
4193	MDM2
7975	MAFK
55113	XKR8
649946	RPL23AP64
7561	ZNF14
51700	CYB5R2
23541	SEC14L2
55735	DNAJC11
23250	ATP11A
150274	HSCB
23177	CEP68
64645	MFSD14A
6451	SH3BGRL
92140	MTDH
957	ENTPD5
4780	NFE2L2
8714	ABCC3
114915	EPB41L4A-AS1
51172	NAGPA
221786	FAM200A
54751	FBLIM1
79970	ZNF767P
50939	IMPG2
9412	MED21
23362	PSD3
9943	OXSR1
10518	CIB2
9910	RABGAP1L
5230	PGK1
760	CA2
51108	METTL9
91392	ZNF502
131583	FAM43A
54947	LPCAT2
4351	MPI
11119	BTN3A1
3292	HSD17B1
84951	TNS4
168455	CCDC71L
60481	ELOVL5
79863	RBFA
54842	MFSD6
4864	NPC1
79738	BBS10
55505	NOP10
4123	MAN2C1
55125	CEP192
23405	DICER1
79831	KDM8
387509	GPR153
9397	NMT2
23285	NA
25782	RAB3GAP2
10197	PSME3
2804	GOLGB1
2355	FOSL2
84250	SLF1
84326	METTL26
29070	CCDC113
9047	SH2D2A
64219	PJA1
55697	VAC14
57761	TRIB3
23316	CUX2
79016	DDA1
55216	NKAPD1
7737	RNF113A
285313	IGSF10
131601	TPRA1
